"Customer Loyalty ID","Gender","Geographic Region","Loyalty Status","Neigborhood Cluster-55 Level","Neighborhood Cluster-7 Level","Television Region","Affluence Grade","Age","Frequency","Frequency Percent","Loyalty Card Tenure","Organics Purchase Count","Organics Purchase Indicator","Total Spend"
"0000935530","F","South East","Silver","01","A","London","8","68","1","0.00%","8","1","1","800"
"0000943517","F","South East","Silver","01","A","London","9","48","1","0.00%","8","0","0","600"
"0000946311","M","South East","Silver","20","C","London","9",".","1","0.00%","3","0","0","3000"
"0000950033","M","South West","Silver","51","F","S West","12","35","1","0.00%","5","0","0","1500"
"0000951897","F","Midlands","Tin","34","D","East","9","38","1","0.00%","4","1","1","0.01"
"0000952729","M","North","Gold","17","C","N West","11","42","1","0.00%","5","0","0","6041.13"
"0000956155","M","North","Silver","17","C","N West","14","50","1","0.00%","4","0","0","420.01"
"0000956635","M","North","Tin","22","C","N West","4","63","1","0.00%","5","1","1","0.01"
"0000963194","F","South East","Gold","20","C","London","9","75","1","0.00%","1","0","0","6000"
"0000966932","F","South East","Silver","29","D","London","8","50","1","0.00%","8","0","0","50"
"0000985295","F","South East","Tin","34","D","London","2","58","1","0.00%","8","0","0","0.01"
"0000994332","F","Midlands","Silver","","","Ulster","8","66","1","0.00%","8","0","0","500"
"0000997684","F","South East","Silver","48","F","London","6","54","1","0.00%","11","0","0","50"
"0001002422","F","North","Tin","35","D","N West","7","54","1","0.00%","5","0","0","0.01"
"0001003402","F","South East","Tin","53","F","London","18","38","1","0.00%","6","1","1","0.01"
"0001004301","M","Midlands","Gold","53","F","East","6",".","1","0.00%","2","0","0","6000"
"0001008129","M","South East","Silver","24","C","London","8","55","1","0.00%","5","0","0","1000"
"0001009060","M","Scottish","Tin","38","E","C Scotland","8","52","1","0.00%","4","0","0","0.01"
"0001009931","F","Midlands","Silver","32","D","Midlands","11","59","1","0.00%","2","0","0","1500"
"0001011243","M","South West","Silver","49","F","S West","6","63","1","0.00%","2","1","1","1000"
"0001011669","M","North","Tin","38","E","N West","15","47","1","0.00%","6","0","0","0.01"
"0001012509","F","South East","Tin","51","F","London","6","44","1","0.00%","8","0","0","0.01"
"0001013394","F","South East","Tin","04","A","London","7","39","1","0.00%","7","0","0","0.01"
"0001018361","U","Midlands","Gold","04","A","Midlands","5","72","1","0.00%","2","0","0","6000"
"0001022334","M","Midlands","Tin","47","F","Wales & West","8","38","1","0.00%","5","0","0","0.01"
"0001024248","F","South East","Tin","30","D","S & S East","13","72","1","0.00%","8","0","0","0.01"
"0001029592","M","South East","Tin","27","D","London","11",".","1","0.00%","4","1","1","0.01"
"0001030302","","Scottish","Silver","49","F","Border","6","76","1","0.00%","8","0","0","3000"
"0001036084","","North","Silver","32","D","N East","11","50","1","0.00%","8","0","0","3000"
"0001040227","F","Midlands","Gold","19","C","Wales & West","7","66","1","0.00%","8","0","0","9000"
"0001040944","","South East","Tin","38","E","London","6","51","1","0.00%","5","0","0","0.01"
"0001041231","","Midlands","Gold","19","C","Midlands","7","61","1","0.00%",".","0","0","6107.64"
"0001043773","","Midlands","Tin","25","C","Midlands","3","63","1","0.00%","8","0","0","0.01"
"0001054015","F","South East","Gold","51","F","London","6","78","1","0.00%","5","0","0","7500"
"0001055682","M","Midlands","Gold","15","B","East","9","55","1","0.00%","2","0","0","5672.31"
"0001060228","M","Midlands","Gold","53","F","Midlands","7","49","1","0.00%","3","0","0","10000"
"0001061348","","South East","Silver","05","B","London","13","70","1","0.00%","8","0","0","2884.96"
"0001068601","F","Midlands","Tin","32","D","Midlands","6","45","1","0.00%","4","0","0","0.01"
"0001070037","F","Scottish","Silver","52","F","C Scotland","5","73","1","0.00%","32","0","0","600"
"0001070460","F","South East","Platinum","04","A","London","8","71","1","0.00%","4","1","1","23425"
"0001072773","F","South East","Gold","27","D","London","14","52","1","0.00%","5","0","0","7017.55"
"0001080016","F","Midlands","Tin","34","D","East","11","52","1","0.00%",".","0","0","0.01"
"0001083767","F","","Silver","52","F","","9","64","1","0.00%","1","0","0","3000"
"0001084607","F","Midlands","Gold","16","C","Midlands","9","57","1","0.00%","7","0","0","9052.66"
"0001087452","F","Midlands","Silver","44","E","Midlands","6",".","1","0.00%","27","0","0","2000"
"0001091085","M","North","Gold","27","D","N West","10","63","1","0.00%","4","0","0","6053.34"
"0001094955","F","Midlands","Tin","41","E","Midlands",".","32","1","0.00%","4","1","1","0.01"
"0001097474","M","North","Tin","24","C","N West","20","39","1","0.00%","8","2","1","0.01"
"0001098918","F","Midlands","Tin","22","C","Midlands","7","35","1","0.00%","4","1","1","0.01"
"0001101579","F","Midlands","Silver","48","F","Wales & West","8","58","1","0.00%","9","0","0","1930"
"0001103288","F","Midlands","Tin","23","C","Midlands","10","40","1","0.00%","4","1","1","0.01"
"0001104136","M","South East","Silver","25","C","S & S East","13",".","1","0.00%","5","1","1","980"
"0001108646","F","South East","Gold","03","A","London","9","61","1","0.00%","11","0","0","12150"
"0001111434","F","North","Silver","25","C","N West","13","70","1","0.00%","11","0","0","500"
"0001115014","F","Midlands","Gold","31","D","Midlands","12",".","1","0.00%","11","0","0","9000"
"0001117629","F","Midlands","Tin","35","D","Midlands","7",".","1","0.00%","8","0","0","0.01"
"0001128353","F","North","Silver","52","F","N West","5","70","1","0.00%","5","0","0","3500"
"0001131451","F","Midlands","Gold","03","A","Wales & West","6","60","1","0.00%","4","0","0","10000"
"0001134051","F","South East","Silver","06","B","S & S East","14","77","1","0.00%","11","0","0","4884.25"
"0001135724","F","South East","Silver","42","E","S & S East","10","74","1","0.00%","12","0","0","4500"
"0001136585","F","Midlands","Silver","33","D","Wales & West","7","67","1","0.00%","5","0","0","3000"
"0001137492","M","Midlands","Gold","27","D","Midlands","7","51","1","0.00%","11","1","1","17000"
"0001138235","F","Midlands","Silver","25","C","Midlands","18","37","1","0.00%","8","3","1","50.01"
"0001143662","","North","Gold","52","F","N West","8","35","1","0.00%","5","0","0","5044.46"
"0001150820","F","Scottish","Gold","20","C","N Scot","5","58","1","0.00%","22","0","0","6000"
"0001151037","F","South East","Silver","30","D","S & S East","6","27","1","0.00%","7","0","0","5"
"0001154958","U","South East","Platinum","12","B","London","5","72","1","0.00%","12","0","0","32050"
"0001156179","F","South East","Gold","31","D","London","9","70","1","0.00%","8","0","0","6000"
"0001162020","F","Midlands","Tin","51","F","Wales & West","7",".","1","0.00%","2","0","0","0.01"
"0001164910","M","North","Tin","38","E","N West","7","51","1","0.00%","10","0","0","0.01"
"0001176846","F","","Silver","52","F","","9","31","1","0.00%","1","1","1","1064.45"
"0001178520","F","Midlands","Silver","51","F","Wales & West","10","58","1","0.00%","8","0","0","3000.01"
"0001179462","F","Midlands","Tin","38","E","Wales & West","10","73","1","0.00%","6","0","0","0.01"
"0001184199","F","South East","Silver","51","F","London","7","38","1","0.00%","4","0","0","4500"
"0001186671","F","South East","Silver","01","A","London","7","71","1","0.00%","3","1","1","2000"
"0001190369","M","South East","Silver","22","C","London","22","50","1","0.00%","6","2","1","3000"
"0001191357","U","Midlands","Silver","","","Wales & West","9",".","1","0.00%","4","0","0","2000"
"0001192051","F","Midlands","Silver","22","C","Midlands","6","51","1","0.00%","27","0","0","3500"
"0001195654","F","Midlands","Tin","35","D","Wales & West","10","33","1","0.00%","8","0","0","0.01"
"0001196413","U","Midlands","Silver","01","A","Midlands","6","67","1","0.00%","4","0","0","5000"
"0001201212","M","South East","Silver","15","B","S & S East",".","78","1","0.00%","8","0","0","3000"
"0001214039","F","South East","Gold","02","A","London","8","64","1","0.00%","4","1","1","20000"
"0001214934","F","South East","Silver","52","F","London","9","50","1","0.00%","4","0","0","5000"
"0001219553","U","North","Gold","37","E","N West","8","76","1","0.00%","15","0","0","6000"
"0001220462","F","South East","Gold","50","F","London","5","41","1","0.00%","3","0","0","6000"
"0001225006","M","Scottish","Tin","31","D","C Scotland","12","50","1","0.00%","7","1","1","0.01"
"0001227807","F","South West","Gold","02","A","S West","13","54","1","0.00%","30","0","0","12078.35"
"0001237713","F","South East","Silver","14","B","S & S East","13","45","1","0.00%","8","0","0","3000"
"0001238604","F","South East","Silver","10","B","London",".","72","1","0.00%","13","0","0","50.01"
"0001245880","","North","Tin","53","F","N West","7","41","1","0.00%","9","0","0","0.01"
"0001246933","M","South East","Silver","13","B","S & S East","10","59","1","0.00%","2","0","0","780"
"0001250647","","Midlands","Silver","23","C","Midlands","9","68","1","0.00%","5","1","1","4000"
"0001260758","M","Scottish","Silver","35","D","C Scotland","9","66","1","0.00%","9","0","0","2000"
"0001263749","M","North","Tin","06","B","Yorkshire","5","52","1","0.00%","11","0","0","0.01"
"0001265857","M","Midlands","Gold","","","Ulster","8","73","1","0.00%","6","0","0","6000"
"0001275305","U","North","Silver","50","F","N West","6","45","1","0.00%","9","0","0","300"
"0001276417","F","South East","Tin","30","D","S & S East","9","48","1","0.00%","5","1","1","0.01"
"0001277200","F","South East","Tin","06","B","S & S East","6","60","1","0.00%","5","0","0","0.01"
"0001285750","F","South East","Tin","12","B","London",".","57","1","0.00%","8","0","0","0.01"
"0001287850","F","Midlands","Gold","23","C","East","11","56","1","0.00%","7","0","0","6105.32"
"0001288741","F","Midlands","Tin","44","E","Midlands","26","31","1","0.00%","4","2","1","0.01"
"0001289772","F","South West","Tin","30","D","S West",".",".","1","0.00%","4","1","1","0.01"
"0001303252","M","South East","Tin","26","C","London","9","55","1","0.00%","11","0","0","0.01"
"0001311360","M","Midlands","Silver","17","C","Midlands","8","61","1","0.00%","6","0","0","3250"
"0001312375","F","South East","Gold","27","D","London",".","41","1","0.00%","5","0","0","10000"
"0001314483","M","South East","Silver","02","A","London","9","68","1","0.00%","4","0","0","4250"
"0001317113","F","South East","Tin","21","C","London","14","47","1","0.00%","8","0","0","0.01"
"0001318845","F","Midlands","Silver","24","C","Wales & West","3","70","1","0.00%","11","0","0","3000"
"0001322516","M","South East","Silver","07","B","London","10","40","1","0.00%","13","0","0","1000"
"0001329022","M","Midlands","Tin","47","F","Midlands","10","57","1","0.00%","4","0","0","0.01"
"0001330489","F","Scottish","Silver","12","B","C Scotland","11","54","1","0.00%","9","0","0","360"
"0001334131","F","Midlands","Silver","08","B","Midlands","2",".","1","0.00%","5","0","0","3178.9"
"0001338498","F","South East","Gold","13","B","London","9","44","1","0.00%","5","0","0","6053.35"
"0001339389","M","North","Silver","35","D","Yorkshire","6","57","1","0.00%","8","0","0","0.02"
"0001343181","","Midlands","Silver","19","C","Midlands","5",".","1","0.00%","8","0","0","50.02"
"0001347810","","Scottish","Gold","35","D","N Scot","9","60","1","0.00%","14","0","0","8000"
"0001348957","F","Scottish","Tin","52","F","N Scot","13","45","1","0.00%","4","2","1","0.01"
"0001349643","F","South East","Tin","37","E","London","9","40","1","0.00%","6","1","1","0.01"
"0001352482","F","North","Silver","12","B","N West","9","22","1","0.00%","3","1","1","1000"
"0001353292","M","South East","Silver","04","A","London","10","73","1","0.00%","27","0","0","5000"
"0001364707","U","South East","Tin","20","C","S & S East","10","44","1","0.00%","5","0","0","0.01"
"0001366874","M","South East","Silver","12","B","London",".","65","1","0.00%","5","0","0","1526.91"
"0001372475","M","Midlands","Tin","08","B","Wales & West","5","50","1","0.00%","4","0","0","0.01"
"0001379240","F","South East","Silver","46","F","S & S East","8","76","1","0.00%","3","1","1","1000"
"0001390333","M","South East","Tin","04","A","London",".","61","1","0.00%","5","0","0","0.01"
"0001402684","F","South East","Tin","41","E","London","7","52","1","0.00%","9","0","0","0.01"
"0001403478","F","Midlands","Gold","33","D","Midlands","9","48","1","0.00%","2","0","0","6000"
"0001404458","M","Midlands","Tin","28","D","Midlands","9","47","1","0.00%","4","0","0","0.01"
"0001407228","F","","Silver","15","B","","7","57","1","0.00%","1","0","0","2000"
"0001408038","F","North","Silver","35","D","N West","10","61","1","0.00%","3","1","1","3000"
"0001421123","M","South West","Silver","45","E","S West","8","55","1","0.00%","8","0","0","4000"
"0001422944","U","Scottish","Tin","47","F","C Scotland","10","52","1","0.00%","5","0","0","0.01"
"0001425951","F","Midlands","Tin","52","F","Wales & West",".","68","1","0.00%","9","0","0","0.01"
"0001438069","F","North","Gold","23","C","Yorkshire","5","76","1","0.00%","3","1","1","6000"
"0001439030","M","Scottish","Silver","03","A","C Scotland","11","47","1","0.00%","11","0","0","1200"
"0001455486","","Midlands","Gold","38","E","Wales & West","9","66","1","0.00%","2","0","0","6000"
"0001467158","F","Midlands","Gold","19","C","Midlands","12","60","1","0.00%","4","0","0","9604.34"
"0001468979","M","South East","Tin","25","C","S & S East","8","49","1","0.00%","20","0","0","0.01"
"0001469819","F","South East","Gold","33","D","London","9","67","1","0.00%","5","1","1","10000"
"0001470698","M","South East","Silver","20","C","London","4","53","1","0.00%","9","0","0","1070"
"0001472623","F","Midlands","Gold","","","East","3","59","1","0.00%","4","0","0","12000"
"0001487604","M","South East","Gold","16","C","London","8","69","1","0.00%","8","0","0","14400"
"0001488600","F","South East","Tin","52","F","London","7","27","1","0.00%","4","1","1","0.01"
"0001492209","M","South East","Silver","14","B","London","10","63","1","0.00%","7","0","0","3000"
"0001496115","F","North","Tin","35","D","N East","18","41","1","0.00%","5","1","1","0.01"
"0001504347","U","Midlands","Silver","53","F","East",".","36","1","0.00%","7","1","1","4035.57"
"0001509918","F","South East","Silver","28","D","London","4","64","1","0.00%","9","0","0","420"
"0001514946","M","South East","Gold","44","E","London","8","45","1","0.00%","2","0","0","6000"
"0001515527","F","South East","Tin","27","D","S & S East","10","46","1","0.00%","4","0","0","0.01"
"0001521950","","North","Tin","05","B","N East","2","50","1","0.00%","5","0","0","0.01"
"0001522744","F","Midlands","Tin","42","E","Midlands","6","75","1","0.00%","9","0","0","0.01"
"0001523775","M","North","Gold","08","B","Yorkshire","11","62","1","0.00%","10","0","0","6000"
"0001524712","M","North","Gold","05","B","N West","13","64","1","0.00%","8","0","0","12000"
"0001529536","","South East","Silver","16","C","London",".","39","1","0.00%","8","2","1","3850.36"
"0001533258","F","Midlands","Silver","19","C","Midlands","11","25","1","0.00%","3","1","1","3000"
"0001535226","F","Midlands","Platinum","25","C","Wales & West","5","46","1","0.00%","9","0","0","24878.35"
"0001539132","U","North","Tin","37","E","N West","10","39","1","0.00%","5","1","1","0.01"
"0001540068","F","South East","Gold","46","F","London","6","56","1","0.00%","1","0","0","6000"
"0001543954","U","North","Gold","38","E","N East","6","56","1","0.00%","2","0","0","6000"
"0001544969","M","Scottish","Gold","23","C","N Scot","6","62","1","0.00%","4","0","0","18800"
"0001550918","M","South East","Gold","49","F","S & S East","5","77","1","0.00%","16","0","0","9600"
"0001562843","F","Midlands","Tin","19","C","Midlands","6","48","1","0.00%","5","0","0","0.01"
